ID,Name,Brand,Category,Price,Currency,In stock,Images,Description chars,Description status,Duplicate group,Recommendation,Source URL
3656,Daikin Mono Split 24000 Btu FVA71A RZASG71MV1 Klimaanlagen 7.1 kW FVA-A Sky Air Advance A+ A+ Spalte,Daikin,Klimaanlage,2900.00,EUR,True,2,2443,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/daikin-mono-split-24000-btu-fva71a-rzasg71mv1-klimaanlagen-7-1-kw-fva-a-sky-air-advance-a-a-spalte/
3645,Klimaanlage EcoFlow WAVE 3,EcoFlow,Klimaanlage,750.00,EUR,True,10,2119,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/klimaanlage-ecoflow-wave-3/
3638,Remko Raumklimagerät RKL 495 DC S-Line – silber,Remko,Klimaanlage,2150.00,EUR,True,6,1587,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/remko-raumklimageraet-rkl-495-dc-s-line-silber-2/
3631,Remko Raumklimagerät RKL 495 DC – weiß,Remko,Klimaanlage,1950.00,EUR,True,6,1250,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/remko-raumklimageraet-rkl-495-dc-weiss-2/
3613,Remko Raumklimagerät RKL 495 DC S-Line – silber,Remko,Klimaanlage,2150.00,EUR,True,7,1299,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/remko-raumklimageraet-rkl-495-dc-s-line-silber/
3602,Remko Raumklimagerät RKL 495 DC – weiß,Remko,Klimaanlage,1950.00,EUR,True,7,1175,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/remko-raumklimageraet-rkl-495-dc-weiss/
3594,EcoFlow WAVE 3 mit Zusatzakku – tragbare Klimaanlage und Heizung,EcoFlow,Klimaanlage,1250.00,EUR,True,7,1867,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/ecoflow-wave-3-mit-zusatzakku-tragbare-klimaanlage-und-heizung/
3573,"GREE Soyal Single-Split-Klimaanlage 2,7 kW (9212 BTU) | Energieklasse A+++ | Heiz- & Kühlbetrieb | Kältemittel R32 | bis 25 m²",GREE,Klimaanlage,1300.00,EUR,True,5,1902,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/gree-soyal-single-split-klimaanlage-27-kw-9212-btu-energieklasse-a-heiz-kuehlbetrieb-kaeltemittel-r32-bis-25-m%c2%b2/
3563,"GREE Soyal Split-Klimaanlage 5,3 kW – Inverter Heizen & Kühlen | A++/A+ | R32 | bis 50 m²",GREE,Klimaanlage,1400.00,EUR,True,5,2415,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/gree-soyal-split-klimaanlage-53-kw-inverter-heizen-kuehlen-a-a-r32-bis-50-m%c2%b2/
3557,"GREE Soyal Single-Split-Klimaanlage 3,53 kW – A+++ – Kühlen & Heizen – R32 – bis 35 m²",GREE,Klimaanlage,1200.00,EUR,True,5,2375,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/gree-soyal-single-split-klimaanlage-353-kw-a-kuehlen-heizen-r32-bis-35-m%c2%b2/
3551,"GREE T-Fresh Stehklimaanlage 7,2 kW / 24.566 Btu | Kühlen & Heizen | Energieklasse A++ | R32",GREE,Klimaanlage,1500.00,EUR,True,5,1953,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/gree-t-fresh-stehklimaanlage-72-kw-24-566-btu-kuehlen-heizen-energieklasse-a-r32/
3543,Fendt HT353017-K Holzrückeanhänger,Fendt,Anhänger,8500.00,EUR,True,7,1585,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/fendt-ht353017-k-holzrueckeanhaenger/
3539,Hydraulische Abdeckung Franc BRI 130,Franc,Anhänger,1050.00,EUR,True,3,1287,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/hydraulische-abdeckung-franc-bri-130/
3519,Deckelanhänger 150x300cm Höhe: 95cm 750kg | Typ U7 | Seitentür-Neu,,Anhänger,3025.00,EUR,True,18,1693,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/deckelanhaenger-150x300cm-hoehe-95cm-750kg-typ-u7-seitentuer-neu/
3500,Deckelanhänger „Edition 35“ 150×300 cm 500 kg | Höhe 125 cm | Typ 7.26-Neu,,Anhänger,4800.00,EUR,True,16,1499,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/deckelanhaenger-edition-35-150x300-cm-500-kg-hoehe-125-cm-typ-7-26-neu/
3483,"PKW Anhänger Aluminium 1300 kg – CROSSLINE Typ 4.13,125×250 cm,10 Jahre Garantie",,Anhänger,3000.00,EUR,True,16,1511,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/pkw-anhaenger-aluminium-1300-kg-crossline-typ-4-13-125x250-cm-10-jahre-garantie/
3464,Anhänger „CROSSLINE“ 150×300 cm 2600 kg | Höhe 60 cm | Aluboden | Typ 7.26-Neu,,Anhänger,3800.00,EUR,True,18,1270,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/anhaenger-crossline-150x300-cm-2600-kg-hoehe-60-cm-aluboden-typ-7-26-neu/
3447,Anhänger „CROSSLINE“ 125×250 cm 240 kg | Höhe 60 cm | Aluboden | Typ 4.13-Neu,,Anhänger,3000.00,EUR,True,16,1703,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/anhaenger-crossline-125x250-cm-240-kg-hoehe-60-cm-aluboden-typ-4-13-neu/
3435,"Anhänger 150x300cm 2,0t | Typ 7.20 Hobby | Hochplane 180 cm | Angebot-Neu",,Anhänger,2500.00,EUR,True,11,1502,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/anhaenger-150x300cm-20t-typ-7-20-hobby-hochplane-180-cm-angebot-neu/
3411,Anhänger 105x205cm 750kg | Typ U2-Neu,,Anhänger,1099.00,EUR,True,21,1294,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/anhaenger-105x205cm-750kg-typ-u2-neu/
3389,Anhänger „Edition 35“ 125x250cm 240kg | Typ 4.13 | Hochplane 160cm,,Anhänger,2150.00,EUR,True,20,1297,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/anhaenger-edition-35-125x250cm-240kg-typ-4-13-hochplane-160cm/
3367,"Variant PKW Anhänger Universaltransporter 3542 UX – kippbar,3500 kg, Ladefläche 4,20 x 2,10 m, mit Bordwände",Variant,Anhänger,6800.00,EUR,True,6,1495,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/variant-pkw-anhaenger-universaltransporter-3542-ux-kippbar3500-kg-ladeflaeche-420-x-210-m-mit-bordwaende/
3358,"Humbaur MTKA 304222 Universaltransporter 3000kg, Ladefläche4,20 x 2,18m mit Rampe",Humbaur,Anhänger,6500.00,EUR,True,6,1418,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/humbaur-mtka-304222-universaltransporter-3000kg-ladeflaeche-420-x-218m-mit-rampevielseitiger-zweiachser-universaltransporter-mit-hydraulischer-kippbruecke-handpumpe-niedriger-ladeh/
3352,"Variant PKW Anhänger Bootsanhänger 3502 BB, 3500 kg",Variant,Bootsanhänger,5200.00,EUR,True,5,1312,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/variant-pkw-anhaenger-bootsanhaenger-3502-bb-3500-kg/
3348,"Variant PKW Anhänger Bootsanhänger 2701 BB, 2700 kg, für Boote bis 24 Fuß",Variant,Bootsanhänger,4200.00,EUR,True,3,1224,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/variant-pkw-anhaenger-bootsanhaenger-2701-bb-2700-kg-fuer-boote-bis-24-fuss/
3339,"Variant PKW Anhänger Bootsanhänger Ocean 2000, 2000 kg",Variant,Bootsanhänger,4050.00,EUR,True,7,1267,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/variant-pkw-anhaenger-bootsanhaenger-ocean-2000-2000-kg/
3334,"Variant PKW Anhänger Bootsanhänger Ocean 1800, 1800 kg",Variant,Anhänger,3250.00,EUR,True,4,1349,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/variant-pkw-anhaenger-bootsanhaenger-ocean-1800-1800-kg/
3329,"Variant PKW Anhänger Bootsanhänger 1351 BB, 1350 kg, für Boote bis 19 Fuß",Variant,Bootsanhänger,3200.00,EUR,True,4,1448,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/variant-pkw-anhaenger-bootsanhaenger-1351-bb-1350-kg-fuer-boote-bis-19-fuss/
3324,"Variant PKW Anhänger Bootsanhänger Ocean 1500, 1500 kg",Variant,Bootsanhänger,2450.00,EUR,True,4,1116,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/variant-pkw-anhaenger-bootsanhaenger-ocean-1500-1500-kg/
3316,"Variant PKW Anhänger Bootsanhänger Ocean 1350, 1350 kg",Variant,Bootsanhänger,2250.00,EUR,True,7,1284,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/variant-pkw-anhaenger-bootsanhaenger-ocean-1350-1350-kg/
3308,"Variant PKW Anhänger Bootsanhänger Ocean 1000, 1000 kg",Variant,Bootsanhänger,1995.00,EUR,True,7,1071,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/variant-pkw-anhaenger-bootsanhaenger-ocean-1000-1000-kg/
3301,"Anssems PKW Anhänger Multitransporter MSX 2700 kg, Ladefläche 4,05 x 2,00 m",Anssems,Bootsanhänger,2899.00,EUR,True,6,1152,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/anssems-pkw-anhaenger-multitransporter-msx-2700-kg-ladeflaeche-405-x-200-m/
3138,TPV Anhänger KT-EB2 gebremst (schwarz),TPV,Bootsanhänger,2499.00,EUR,True,4,1461,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/tpv-anhaenger-kt-eb2-gebremst-schwarz/
3128,"Eduard 3518 GD 3500 kg Dreiseitenkipper mit elektrischer Bedienung und Nothandpumpe, Auffahrschienen, Maße: 1800 x 3560 x 300 mm, SW520256",Eduard,Anhänger,7500.00,EUR,True,9,460,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/eduard-3518-gd-3500-kg-dreiseitenkipper-mit-elektrischer-bedienung-und-nothandpumpe-auffahrschienen-masse-1800-x-3560-x-300-mm-sw520256/
3120,"Eduard 4020 GD KFZ Multi Transport Anhänger 3500 kg, Maße: 2000 x 4060 x 100 mm, SW004824",Eduard,Anhänger,4500.00,EUR,True,7,365,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/eduard-4020-gd-kfz-multi-transport-anhaenger-3500-kg-masse-2000-x-4060-x-100-mm-sw004824/
3116,"Ifor Williams Pferdeanhänger TA5 311x155x182 cm, SW11201",Ifor Williams,Pferdeanhänger,8000.00,EUR,True,2,220,near-duplicate,near-1,Rewrite — largely shared copy with other products,https://containersolutionscs.de/produkt/3116/
3109,"Ifor Williams Pferdeanhänger TA5 372x155x115 cm, SW10828",Ifor Williams,Pferdeanhänger,9000.00,EUR,True,6,217,near-duplicate,near-2,Rewrite — largely shared copy with other products,https://containersolutionscs.de/produkt/ifor-williams-pferdeanhaenger-ta5-372x155x115-cm-sw10828/
3103,"Ifor Williams Pferdeanhänger TA5 311x155x115 cm, SW10827",Ifor Williams,Pferdeanhänger,8800.00,EUR,True,5,217,near-duplicate,near-2,Rewrite — largely shared copy with other products,https://containersolutionscs.de/produkt/ifor-williams-pferdeanhaenger-ta5-311x155x115-cm-sw10827/
3100,"Ifor Williams Pferdeanhänger TA5 250x155x182 cm, SW10830",Ifor Williams,Pferdeanhänger,8500.00,EUR,True,2,220,near-duplicate,near-1,Rewrite — largely shared copy with other products,https://containersolutionscs.de/produkt/ifor-williams-pferdeanhaenger-ta5-250x155x182-cm-sw10830/
3097,"Ifor Williams Pferdeanhänger TA5 250x155x115 cm, SW10826",Ifor Williams,Pferdeanhänger,5800.00,EUR,True,2,217,near-duplicate,near-2,Rewrite — largely shared copy with other products,https://containersolutionscs.de/produkt/ifor-williams-pferdeanhaenger-ta5-250x155x115-cm-sw10826/
3079,Ifor Williams Pferdeanhänger HB511 | Silber | Frontausstieg-Neu,Ifor Williams,Pferdeanhänger,5200.00,EUR,True,17,1438,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/ifor-williams-pferdeanhaenger-hb511silberfrontausstieg-neu/
3061,Cheval Liberte Pferdeanhänger MAXI 2 | schwarz-Neu,Cheval Liberté,Pferdeanhänger,6500.00,EUR,True,17,1795,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/cheval-liberte-pferdeanhaenger-maxi-2-schwarz-neu/
3044,Cheval Liberte Pferdeanhänger GOLD 3 | Premium | Pullman 2 | Sattelkammer | weiß-Neu,Cheval Liberté,Pferdeanhänger,3800.00,EUR,True,16,1443,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/cheval-liberte-pferdeanhaenger-gold-3-premium-pullman-2-sattelkammer-weiss-neu/
3029,Cheval Liberte Pferdeanhänger GOLD 3 | Premium | Pullman 2 | Sattelkammer | grau-Neu,Cheval Liberté,Pferdeanhänger,3800.00,EUR,True,14,1310,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/cheval-liberte-pferdeanhaenger-gold-3-premium-pullman-2-sattelkammer-grau-neu/
3011,Cheval Liberte Pferdeanhänger GOLD 3 | Premium | Pullman 2 | Sattelkammer | blau-Neu,Cheval Liberté,Pferdeanhänger,3800.00,EUR,True,17,1649,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/cheval-liberte-pferdeanhaenger-gold-3-premium-pullman-2-sattelkammer-blau-neu/
2999,"Großer Bürocontainer 8,0×3,0m mit Duschkabine und Küchenmöbeln",,Wohncontainer,2500.00,EUR,True,9,1069,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/grosser-buerocontainer-80x30m-mit-duschkabine-und-kuechenmoebeln/
2994,Stahlworks Eco 6000 A (2024) – Modularer Wohn- und Bürocontainer mit Sanitärbereich,Stahlworks,Wohncontainer,2850.00,EUR,True,4,1928,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/stahlworks-eco-6000-a-2024-modularer-wohn-und-buerocontainer-mit-sanitaerbereich/
2980,"Maßgefertigtes 32 Fuß × 10 Fuß großes Kabinenbüro + Kantine + 1+1 WC-Waschräume, vandalensicher",,Wohncontainer,5400.00,EUR,True,13,2617,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/massgefertigtes-32-fuss-x-10-fuss-grosses-kabinenbuero-kantine-11-wc-waschraeume-vandalensicher/
2974,24 Fuß x 9 Fuß große Büro-/Kantinenkabine aus Stahl,,Wohncontainer,4150.00,EUR,True,3,1483,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/24-fuss-x-9-fuss-grosse-buero-kantinenkabine-aus-stahl/
2967,16 Fuß x 7 Fuß 6 Zoll große mobile Kantinenkabine,,Wohncontainer,6800.00,EUR,True,5,2087,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/16-fuss-x-7-fuss-6-zoll-grosse-mobile-kantinenkabine/
2956,10 m x 4 m Fertigcontainerbüro,,Wohncontainer,4050.00,EUR,True,10,3398,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/10-m-x-4-m-fertigcontainerbuero/
2949,"Container Werkzeugcontainer 3×2 m FOCO – Einzeltür, Galvanisiert, Selbstmontage",,Werkstattcontainer,1850.00,EUR,True,4,1398,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/container-werkzeugcontainer-3x2-m-foco-einzeltuer-galvanisiert-selbstmontage/
2940,"Container Werkstatt 5×2 m – Doppeltür kurze Seite, Schwarz RAL 9005",,Werkstattcontainer,2350.00,EUR,True,8,1661,near-duplicate,near-3,Rewrite — largely shared copy with other products,https://containersolutionscs.de/produkt/container-werkstatt-5x2-m-doppeltuer-kurze-seite-schwarz-ral-9005/
2935,Werkstattcontainer 10 Fuß – Kompakte mobile Werkstatt,,Werkstattcontainer,3100.00,EUR,True,4,903,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/werkstattcontainer-10-fuss-kompakte-mobile-werkstatt/
2921,Werkstattcontainer Lagercontainer Lagerbox Container,,Werkstattcontainer,2500.00,EUR,True,11,1006,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/20-fuss-6m-spezial-blechcontainer-mit-doppelfluegeltuer-auf-der-langen-seite/
2909,Werkstattcontainer Garage mobile Werkstatt,,Werkstattcontainer,11500.00,EUR,True,10,1031,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/werkstattcontainer-werkzeugcontainer-garage-mobile-werkstatt/
2901,20-Fuß-Werkstattcontainer,,Werkstattcontainer,2150.00,EUR,True,7,1624,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/20-fuss-werkstattcontainer/
2856,Schönes Modulhaus mit 48 m²,,Wohncontainer,9500.00,EUR,True,20,1105,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/schoenes-modulhaus-mit-48-m%c2%b2/
2839,Tiny House mit Schlafzimmer und Dachboden im Erdgeschoss,,Wohncontainer,8500.00,EUR,True,16,1215,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/tiny-house-mit-schlafzimmer-und-dachboden-im-erdgeschoss/
2823,40-Fuß-Containerhaus – versandfertig,,Wohncontainer,6650.00,EUR,True,14,2364,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/40-fuss-containerhaus-versandfertig/
2808,Tiny House 35 m² – Standard schlüsselfertig,,Wohncontainer,12500.00,EUR,True,14,1350,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/tiny-house-35-m%c2%b2-standard-schluesselfertig/
2797,Mobilheim T3 „FAMILY“ PKL 12×4m / 48m² – Komplett ausgestattetes Familien-Mobilheim,,Wohncontainer,7500.00,EUR,True,10,1462,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/mobilheim-t3-family-pkl-12x4m-48m%c2%b2-komplett-ausgestattetes-familien-mobilheim/
2786,"Eco 4000 B Tiny House – Mobiles Wohnmodul mit Bad (Stahlwerke, 2024)",,Wohncontainer,2885.00,EUR,True,10,1986,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/eco-4000-b-tiny-house-mobiles-wohnmodul-mit-bad-stahlwerke-2024/
2770,"Möblierter Containerbungalow mit neuem Gartenchalet 6×4,8m",Daikin,Wohncontainer,8300.00,EUR,True,15,1162,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/moeblierter-containerbungalow-mit-neuem-gartenchalet-6x48m/
2753,"Wohncontainer AC-Container Movemente T2 – Neu, 48m², 2 Zimmer",,Wohncontainer,5400.00,EUR,True,13,867,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/wohncontainer-ac-container-movemente-t2-neu-48m%c2%b2-2-zimmer/
2656,Mobiler Wohncontainer / Luxusholz,,Wohncontainer,5000.00,EUR,True,20,1524,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/mobiler-wohncontainer-luxusholz/
2645,Duschcontainer – Sanitärcontainer als Doppelkabine mit zwei Duschen – RAL9002 weiß,,Sanitärcontainer,3600.00,EUR,True,10,1371,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/duschcontainer-sanitaercontainer-als-doppelkabine-mit-zwei-duschen-ral9002-weiss/
2635,Behindertengerechter Sanitärcontainer mit Rampe und Warmwasser – RAL 7016,,Sanitärcontainer,3900.00,EUR,True,9,1878,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/behindertengerechter-sanitaercontainer-mit-rampe-und-warmwasser-ral-7016/
2625,"Sanitärcontainer mit Dusche, WC und Pissoir – RAL 7016 Anthrazitgrau",,Sanitärcontainer,3200.00,EUR,True,9,1654,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/sanitaercontainer-mit-dusche-wc-und-pissoir-ral-7016-anthrazitgrau/
2615,Sanitärcontainer Toilette in Weiß für Mann und Frau RAL9002,,Sanitärcontainer,2800.00,EUR,True,9,1599,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/sanitaercontainer-toilette-in-weiss-fuer-mann-und-frau-ral9002/
2604,Sanitärcontainer – Mini-WC „Poco-Sani Nr. 2“ für Damen und Herren | 100% Made in Germany,,Sanitärcontainer,6700.00,EUR,True,10,1628,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/sanitaercontainer-mini-wc-poco-sani-nr-2-fuer-damen-und-herren-100-made-in-germany/
2592,"Sanitärcontainer RAL 9002 – Klo, Pissoir, Waschbecken mit Warmwasser",,Sanitärcontainer,2500.00,EUR,True,11,1787,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/sanitaercontainer-ral-9002-klo-pissoir-waschbecken-mit-warmwasser/
2580,Sanitärcontainer 4×2 m RAL7016 – 4 WC-Kabinen & 4 Pissoirs,,Sanitärcontainer,7500.00,EUR,True,11,2108,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/sanitaercontainer-4x2-m-ral7016-4-wc-kabinen-4-pissoirs/
2568,"Großer Sanitärcontainer mit WC, Dusche und Warmwasser – RAL 9002 Weiß",,Sanitärcontainer,3000.00,EUR,True,10,1636,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/grosser-sanitaercontainer-mit-wc-dusche-und-warmwasser-ral-9002-weiss/
2560,Duschcontainer – Sanitärcontainer als Doppelkabine mit zwei Duschen – RAL 7016 Anthrazit,,Sanitärcontainer,3100.00,EUR,True,7,1292,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/duschcontainer-sanitaercontainer-als-doppelkabine-mit-zwei-duschen-ral-7016-anthrazit/
2548,WC Sanitärcontainer mit Doppelkabine – für Mann und Frau – Anthrazit (RAL 7016),,Sanitärcontainer,2399.00,EUR,True,11,1375,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/wc-sanitaercontainer-mit-doppelkabine-fuer-mann-und-frau-anthrazit-ral-7016/
2538,Aiper Scuba X1 Pro Max Poolroboter – Kabellose Reinigung für Pools bis 300 m²,Aiper,Poolroboter,1150.00,EUR,True,9,1871,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/aiper-scuba-x1-pro-max-poolroboter-kabellose-reinigung-fuer-pools-bis-300-m%c2%b2/
2528,Aiper Scuba S3 – Kabelloser Poolroboter für Pools bis 150 m²,Aiper,Poolroboter,600.00,EUR,True,9,2049,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/aiper-scuba-s3-kabelloser-poolroboter-fuer-pools-bis-150-m%c2%b2/
